resy_id,name,neighborhood,city
33208,Macoletta Brick Oven Pizzeria,Long Island City,lngs
33650,The Hop Shoppe,North Shore,ny
36910,Sagaponack,Flatiron,ny
10674,Calle Dao - Chelsea,New York,ny
4588,Omen Azen,SoHo,ny
31196,Spicy Moon West Village,West Village,ny
108,Tacombi - Flatiron,Nomad,ny
38660,The Dead Rabbit,Financial District,ny
62860,La Brochette,Murray Hill,ny
62902,Osteria Brooklyn,Brooklyn- Clinton Hill,ny
64560,P.J. Clarke's Third Avenue,Midtown East,ny
10729,Santo Brúklin,Carroll Gardens,ny
58374,Oliver's Astoria,Astoria,ny
29101,Vesta,Astoria,ny
6626,Momofuku Noodle Bar East Village,East Village,ny
7979,Anton's,West Village,ny
6689,MONTESACRO,Williamsburg,ny
35884,The Marshal,Hell's Kitchen,ny
49188,Olea,Fort Greene,ny
49008,Gray Hawk Grill,Upper East Side,ny
54752,Street Taco UWS,New York,ny
68490,Old Fashion Cafe - SoHo,New York,ny
1990,Due West,Greenwich Village,ny
68324,Meadowsweet,Brooklyn,ny
5856,PS Kitchen,Theater District,ny
35675,Cosme,Flatiron,ny
51471,Em Vietnamese Bistro,DUMBO,ny
53774,Friedmans Edison Hotel,Times Square,ny
59730,Obao - Midtown,New York,ny
54712,Bice Cucina Midtown,Midtown,ny
34714,Saggio,Washington Heights,ny
54519,Pep's on Grand,New York,ny
62477,Horus Cafe On A,East Village,ny
59610,Felice 15 Gold,Financial District,ny
60610,Antica Pesa Brooklyn,Williamsburg,ny
64836,Gus's Chop House,Carroll Gardens,ny
60962,Ozakaya,Prospect Heights,ny
53378,Krupa Grocery,Windsor Terrace,ny
693,Fish Cheeks,Bowery,ny
69162,Fushimi Times Square,New York,ny
64794,Jupiter,Rockefeller Center,ny
29948,White Tiger,Prospect Heights,ny
25112,Bar Camillo,Bed-Stuy,ny
1420,Noi Due Café (Dairy),Upper West Side,ny
10087,Peak,Hudson Yards,ny
58595,The Thirsty Koala,Queens,ny
49747,Thai Rock,Rockaways,ny
1344,Air’s Champagne Parlor,Greenwich Village,ny
35679,Dirty French New York,Lower East Side,ny
7104,Gotham,Greenwich Village,ny
52209,The Dining Room at Gramercy Tavern,Flatiron,ny
58645,L'Amico,New York,ny
60105,Whitmans- Hudson Yards,New York,ny
1340,Popina NYC,Cobble Hill,ny
61155,Somtum Der - Red Hook,Red Hook,ny
36590,Ardesia Wine Bar,Hell's Kitchen,ny
55227,Baazi,Upper West Side,ny
3308,The Half Pint / Ernie's,Greenwich Village,ny
1513,The Belfry,East Village,ny
38101,The Wayland,Alphabet City,ny
2139,Cafe Colette,Williamsburg,ny
58305,The Sunken Harbor Club,Downtown Brooklyn,ny
64548,Hupo,Long Island City,ny
47,Claudette,Greenwich Village,ny
49283,The Copper Still - Chelsea,Chelsea,ny
1540,Debajo,NoMad,ny
2600,Tacombi - Fort Greene,Fort Greene,ny
30049,Seven Hills Mediterranean Grill,Upper West Side,ny
5103,Leyla,Upper West Side,ny
4221,Liman Restaurant,Sheepshead Bay,ny
36758,Shabu Tatsu,East Village,ny
6273,White Horse Tavern,Greenwich Village,ny
50732,Borrachito Taqueria & Spirits,East Village,ny
62665,Oregano,Brooklyn,ny
43199,Cooper's Craft and Cocktails: Chelsea,Chelsea,ny
64883,Ol'Days Coffee - NYC,"Nomad, NYC",ny
4707,L'Avenue at Saks,Rockefeller Center,ny
7043,La Bonne Soupe,Plaza District,ny
54313,Hiramasa,Upper East Side,ny
51901,Atlas Kitchen,Upper West Side,ny
5992,Sushi on Jones - Bowery,Lower East Side,ny
5255,abc Kitchen by Jean-Georges,Flatiron,ny
761,Boutros,Brooklyn Heights,ny
70097,Verde on Smith,Brooklyn,ny
68790,Kimura,East Village,ny
4108,Sweet Polly,Prospect Heights,ny
49699,Balzem,Nolita,ny
64563,P.J. Clarke's On The Hudson,New York,ny
50277,Pepe Giallo,Chelsea,ny
65275,The Bedford,Brooklyn,ny
33922,Murray's Cheese Bar,Long Island City,ny
65842,Kaizen NYC,Flushing,ny
32470,Indochine,Noho,ny
6588,Ernesto’s,Lower East Side,ny
1710,Stout NYC Financial District,Financial District,ny
6008,GupShup,Gramercy,ny
60649,Spice Symphony - 31st Lexington,"Murray Hill, Kips Bay, Midtown East, Curry Hill",ny
42570,Beyond Sushi,Midtown,ny
4966,Five Leaves,Greenpoint,ny
54043,Darling,Midtown East,ny
54193,Little Prince,SoHo,ny
8037,Double Zero,East Village,ny
52704,Terroir,Downtown,ny
52802,Jajaja Mexicana - Lower East Side,Lower East Side,ny
65181,Arthur's Tavern,New York,ny
2,Rosemary's,West Village,ny
59379,Buenos Aires,Lower East Side,ny
10392,Schilling,Financial District,ny
40735,Sushi Ikumi,Soho,ny
62872,Lupa Osteria Romana,Greenwich Village,ny
68074,Cafe Mish Mosh,Chinatown,ny
2352,Madame Vo NYC,East Village,ny
4287,Peter Luger Steak House,Williamsburg,ny
50324,Naked Tomato,Hudson Yards,ny
60874,Rosevale Kitchen,Hell's Kitchen,ny
37994,Petaluma Restaurant,Upper East Side,ny
1693,Hwa Yuan Szechuan,Chinatown,ny
66444,Casino,Lower East Side,ny
9663,Bella Luna Restaurant,Upper West Side,ny
3899,19 Cleveland,Soho,ny
50714,Skin Contact Wine Bar,Lower East Side,ny
1968,Miss Lily's 7A Cafe & Rum Bar,East Village,ny
49684,The Copper Still - East Village,East Village,ny
55553,Bird Dog NY,West Village,ny
54586,Wallsé Next Door,West Village,ny
1245,Bathtub Gin,Chelsea,ny
55728,The Horny Ram,New York,ny
394,Joseph Leonard,West Village,ny
10726,Crown Shy,Financial District,ny
50750,Tara Rose,Rose Hill,ny
66690,Bocca di Bacco - Chelsea,New York,ny
58976,Edith's Eatery and Grocery,Williamsburg,ny
37288,Berimbau Brazilian Kitchen,West Village,ny
54894,Sushi Kai,New York,ny
51009,Pippali,Flatiron,ny
60933,NUBIANI,Herald Square,ny
65521,Craft New York,Gramercy,ny
60915,Hav & Mar,Chelsea,ny
64571,Jane on Houston,Greenwich Village/ Soho,ny
54264,SUteiShi,New York,ny
35689,STK Meatpacking,Meatpacking,ny
60928,Malii Gramercy,Gramercy Park,ny
42647,Route 66 Smokehouse,Financial District,ny
35688,Scarpetta,NoMad,ny
34341,Dame,Greenwich Village,ny
5371,Wall Street Grill,Financial District,ny
51293,Rosemary's East,Stuytown,ny
43594,The Ragtrader,Midtown,ny
65369,ARORA - L'art du Cocktail,Upper East Side,ny
31956,The Regency Bar & Grill at Loews Regency New York Hotel,Upper East Side,ny
33880,Quatorze,Upper East Side,ny
3296,Amity Hall,Greenwich Village,ny
53342,The Commerce Inn,New York,ny
5202,Pinto Garden,West Village,ny
3038,Blue Smoke Battery Park City,Battery Park,ny
54466,Nami Nori Williamsburg,Brooklyn,ny
6383,Pomp & Circumstance,Williamsburg,ny
28931,Patsy’s Pizza,Downtown,ny
59299,Ella Social,Upper West Side,ny
69013,The Blue Mezze Bar,New York,ny
51532,Chama Mama UWS,Upper West Side,ny
6790,Soho Diner,SoHo,ny
55520,Elmo,New York,ny
52754,The Tang,New York,ny
65853,Han Dynasty -  Dekalb Market,Downtown Brooklyn,ny
4094,Aburiya Kinnosuke,Midtown East,ny
7563,Casa Ora,Williamsburg,ny
59609,Felice 83,Upper East Side,ny
65675,The Boil - NoHo,NoHo,ny
3190,The Izakaya,East Village,ny
59022,Iris Cafe,Brooklyn,ny
54644,The Parlour Room,New York,ny
65253,Hiyake - Williamsburg,Williamsburg,ny
8238,Souvlaki GR Midtown,Midtown West,ny
59720,Sesamo Restaurant,New York,ny
60367,Nice Matin,Upper West Side,ny
6327,Spaghetti Incident,Lower East Side,ny
65547,Genki Omakase,Greenwich Village,ny
1830,Cafeteria,Chelsea,ny
64731,"PLANTA, Williamsburg",Williamsburg,ny
66670,Katherine,Herald Square,ny
64107,White Olive,Midtown,ny
6377,Red Hook Tavern,Red Hook,ny
591,Faun,Prospect Heights,ny
57720,Cypress Hall,Staten Island,ny
58147,Buona Notte,Little Italy,ny
53698,The Leroy House,West Village,ny
7370,Suprema Provisions,West Village,ny
496,Shuko,Greenwich Village,ny
53048,Yellow Rose,New York,ny
52803,Jajaja Mexicana - Williamsburg,Williamsburg,ny
2601,Oxomoco,Greenpoint,ny
52785,Hummus Market,Brooklyn,ny
58295,Tong,Brooklyn,ny
60956,Ayat,Industry City,ny
52982,Marani,Rego Park,ny
66709,L'Amore Restaurant,New York,ny
69586,Mudville9,Tribeca NYC,ny
9906,American Bar - New York,West Village,ny
10627,Juniper Bar & Grill,Midtown West,ny
67377,Zaab Zaab - Queens,Elmhurst,ny
34945,Little Rascal Nolita,Nolita,ny
5192,Wayla,Lower East Side,ny
6713,Worthwild,Chelsea,ny
58528,The Naked Pig,New York,ny
65637,La Pecora Bianca - UES,New York,ny
58951,Essex Pearl,Lower East Side,ny
54916,The Mayfly,Lower East Side,ny
1601,Osteria 57,Greenwich Village,ny
52869,The Standard Grill,Meatpacking,ny
37243,City Winery New York City in Hudson River Park,Chelsea,ny
708,Xixa,Williamsburg,ny
6409,MáLà Project Midtown West,Midtown West,ny
501,Jacob's Pickles,Upper West Side,ny
59605,Temakase,East Village,ny
52426,Malaparte,West Village,ny
29886,La Pecora Bianca - Midtown,Midtown East,ny
60283,Ammazzacaffè,East Williamsburg,ny
37241,Bistrot Leo,Soho,ny
1581,The Wren,Bowery,ny
10631,Oak Tuscan Truffle Lounge,Greenwich Village,ny
64712,Pies 'n Thighs,Williamsburg,ny
3616,Flex Mussels - UES,Upper East Side,ny
60684,Wise Bar and Grill,Brooklyn,ny
30248,Kimika,Nolita,ny
64583,Caliza,Tribeca,ny
3731,The Tavern at Gramercy Tavern,Gramercy Park,ny
64900,Monarch Restaurant,Brooklyn,ny
7942,Tacombi - Williamsburg,Williamsburg,ny
3323,Canyon Road,Upper East Side,ny
54902,Kissaki Omakase Bowery,New York,ny
64696,dhom,East Village,ny
58983,Anassa Taverna - Midtown,New York,ny
37017,Tasca,Upper West Side,ny
4997,Duet Bakery & Restaurant,Mill Basin,ny
51656,"PLANTA Queen, NoMad",Nomad,ny
51632,Stout NYC Bryant Park,Midtown,ny
1636,Nare Sushi,Midtown East,ny
53349,Daikanyama,Midtown,ny
39821,Chela,Park Slope,ny
63238,Maomao,Bushwick,ny
4290,Altro Paradiso,"Hudson Square, SoHo",ny
25973,L'Artusi,West Village,ny
57177,The Perry Club by Pasta by Hudson,West Village,ny
7457,Parm - Battery Park City,Battery Park,ny
1732,Bryant Park Grill,Midtown,ny
66372,LumLum,Hell’s Kitchen,ny
50851,King Mother,Ditmas Park,ny
54489,Tacombi - Forest Hills,Queens,ny
67402,SPUNTO NYCThinCrust Pizza,West Village,ny
52916,Sidney's Five,East Village,ny
57316,Sant Ambroeus - Brookfield Place,Tribeca,ny
44359,Sushi Teru Omakase,West Village,ny
64999,Baci & Abbracci,Williamsburg,ny
54475,Avra 48th Street,Midtown East,ny
6583,il Buco Alimentari e Vineria,NoHo,ny
42565,Amelie Wine Bistro and Restaurant,West Village,ny
52321,Benjamin Steakhouse,New York,ny
5952,Nougatine Restaurant by Jean-Georges,Upper West Side,ny
42588,Smith & Mills,Tribeca,ny
1927,La Contenta Oeste,Greenwich Village,ny
64944,Shinji's,Flatiron,ny
64784,Inday,Brooklyn,ny
59032,Daintree,New York,ny
68520,Nocello,Midtown New York,ny
59705,El Coco 9th Ave,Hell's Kitchen,ny
50250,Tomiño Taberna Gallega,Soho,ny
29262,Strangeways,Brooklyn,ny
66689,Bocca Di Bacco - Theater District,New York,ny
45003,Mémé Mediterranean,Hell's Kitchen,ny
50275,3 Giovani,Greenwich Village,ny
4980,Pylos,East Village,ny
8767,Sweetwater Restaurant,Williamsburg,ny
49480,Victor,Gowanus,ny
9662,Caffe dei Fiori,Upper East Side,ny
59614,Felice Columbus,New York,ny
2537,Lamano West Village,West Village,ny
40703,The Bar Room at The Beekman,Financial District,ny
10675,Calle Dao - Bryant Park,Bryant Park,ny
59637,KanaHashi,Greenpoint,ny
55519,The Lambs Club,Theater District / Times Square,ny
64601,Emmy Squared Hell's Kitchen,Hell's Kitchen,ny
405,Emily BK,Clinton Hill,ny
57315,Green Kitchen,New York,ny
2968,Grotta Azzurra Restaurant,Little Italy,ny
1317,Grand Army,Boerum Hill,ny
2514,Imani,Clinton Hill,ny
59685,Bocca di Bacco - Hells Kitchen,Hell's Kitchen,ny
60351,Della's,Tribeca,ny
59075,Felice on Hudson,West Village,ny
60239,Norikoh Chelsea,Chelsea,ny
9058,Pips,Brooklyn Heights,ny
66524,Public Display of Affection,Park Slope,ny
53693,al di là Trattoria,Park Slope,ny
52640,Salumeria Rosi,Upper West Side,ny
38783,Chocolat Restaurant & Bar,Harlem NYC,ny
3233,cloudM rooftop bar at citizenM Bowery,Lower East Side,ny
54963,Haswell Green's,New York,ny
2576,Le Charlot,Upper East Side,ny
59097,Doc Watson's,New York,ny
32437,Panchitas Place,Greenwood,ny
440,Pasquale Jones,Nolita,ny
519,Karasu,Fort Greene,ny
67720,Santa Fe,Upper West Side,ny
53144,Casa Dani,Chelsea,ny
60931,Figaro NYC,Greenwich Village,ny
44872,Lelabar,West Village,ny
44080,Sugar Monk,West Harlem,ny
69010,Jac's on Bond,NoHo,ny
62930,Sant Ambroeus - West Village,West Village,ny
62797,Joy Love Club,Chelsea,ny
10473,Ras Plant Based,Crown Heights,ny
28409,Bar Six,Greenwich Village,ny
9984,Eleni's NYC Restaurant,Gramercy Park,ny
59229,Common Ground NYC,New York,ny
59063,TOWA,"NoMad, Manhattan",ny
3770,Sushi Yasuda,Midtown East,ny
49385,Hummus Kitchen - Hell's Kitchen,Hell's Kitchen,ny
53969,Panorama Room,Roosevelt Island,ny
65228,Lord's,NoHo,ny
63515,BayLeaf Modern Indian Cuisine & Bar,Birmingham,bhm
42292,Alice,Downtown,ny
1391,Osteria Cotta,Upper West Side,ny
65640,Sky Wise Lounge,Brooklyn,ny
987,Pinch Chinese,Soho,ny
49945,Cooper's Craft & Cocktail: East Village,East Village,ny
58527,Isla & Co - Midtown,New York,ny
2018,French Louie,Boerum Hill,ny
69666,American Brass,Queens,ny
6245,Lamia's Fish Market,East Village,ny
7303,Laut Singapura,Gramercy,ny
58636,The Standard Plaza,Meatpacking,ny
67889,Anixi,New York,ny
6280,Charlie Palmer at The Knick,Midtown,ny
51696,Aperitivo,Upper East Side,ny
65579,Emmy Squared - Midtown West,Midtown West,ny
10253,TESSA,Upper West Side,ny
6169,Sylvia’s Restaurant,Harlem,ny
52855,SAGA,Financial District,ny
26699,La Pecora Bianca - Nomad,NoMad,ny
3255,Hortus NYC,Flatiron,ny
54636,Recette,Brooklyn,ny
4023,Sisters,Clinton Hill,ny
59123,The Milton NYC,New York,ny
66436,Empellón Taqueria,West Village,ny
2789,The Kitchen Table at The Modern,Midtown,ny
7369,The Modern,Midtown,ny
6928,Mission Ceviche,Upper East Side,ny
7481,Farra,Tribeca,ny
66738,L’Antica Pizzeria da Michele - West Village,Greenwich Village,ny
6654,Momofuku Ssäm Bar,Seaport,ny
6484,Pastis,Meatpacking District,ny
27218,Boqueria Flatiron,Flatiron,ny
62828,Lillie's Victorian Establishment,Times Square,ny
64651,El Coco UWS,New York,ny
69163,Bodrum,Upper West Side,ny
59570,Wan Wan,Nolita,ny
2427,Ed’s Lobster Bar,"Soho, little Italy ",ny
4347,Barrio Chino,Lower East Side,ny
2594,Estancia 460,Tribeca,ny
50766,Bluestone Lane - Battery Park,Battery Park,ny
46778,Entwine,West Village,ny
53172,Sereneco,Greenpoint,ny
2122,Casa Pública,North Williamsburg,ny
465,Lighthouse,Williamsburg,ny
1016,June Wine Bar,Cobble Hill,ny
7433,44 & X Hell's Kitchen,Hell's Kitchen,ny
67506,Gohan Sushi Inc,Bay Ridge,ny
3534,Flex Mussels- WV,West Village,ny
64822,CHILI,Midtown Manhattan,ny
8235,Souvlaki GR Kouzina,Midtown East,ny
60748,TWO E Lounge,New York,ny
7090,Grüit Garden & Eatery,Crown Heights,ny
59072,Shmoné,Greenwich Village,ny
54924,Shelter - Brooklyn,Brooklyn,ny
4923,The Butcher's Daughter - Brooklyn,Williamsburg,ny
54536,Avoca,Upper East Side,ny
69039,Tivoli Trattoria,West Village,ny
2011,Dino,Fort Greene,ny
65551,Rana Fifteen,Gowanus,ny
59216,All & Sundry,Columbus Circle,ny
67507,Sushi Nikko - LIC,Long Island City,ny
62936,Sant Ambroeus - Madison Ave,Upper East Side,ny
50952,Dinerbar,Rego Park,ny
40736,Monte’s Trattoria,Greenwich Village,ny
54402,Temple Court,Financial District,ny
60346,Shan山川,Brooklyn,ny
55507,Saraghina Caffè,Brooklyn,ny
58331,Yakitori Totto,Hell's Kitchen,ny
59489,Bistrot Leo Presents LEV,Soho,ny
55244,Greenpoint Fish at Threes,Greenpoint,ny
60371,ostudio,Bed-Stuy,ny
10099,Amity Hall Uptown,Upper West Side,ny
8338,Upland,Gramercy,ny
35883,Tonchin New York,Midtown East,ny
33632,Takumen,Long Island City,lngs
58526,Miti Miti,Brooklyn,ny
6499,ASSET,"Upper West Side, Manhattan",ny
59674,Mr Capri,New York,ny
68493,Golden Wuish,Financial District,ny
27572,The Tuck Room - Fulton Market,Seaport District,ny
59989,Al Coro,Chelsea,ny
67401,VEZZO NYCThinCrust Pizza,New York,ny
59960,Nonna Dora's,Murray Hill,ny
51795,The Independent NYC,Garment District,ny
67981,Tortazo - Times Square,Times Square,ny
10486,Bar 54,Times Square,ny
66548,BIS,Upper East Side,ny
64522,Siam Thai Eatery,Flushing,ny
6589,Wallsé,West Village,ny
50320,Chito Gvrito,Gramercy ,ny
6326,Houndstooth Pub,Garment District,ny
61015,Sei Less,Midtown,ny
49718,Blue Willow,Midtown West,ny
5769,Au Cheval - NYC,Tribeca,ny
2790,Vic’s,NoHo,ny
10547,Lasagna Restaurant,Chelsea,ny
64835,Ramerino Prime,Midtown,ny
486,Emmy Squared Williamsburg,Williamsburg,ny
52750,Amor Loco,New York,ny
4373,St Tropez Soho,Soho,ny
691,Follia,Union Square,ny
7355,USHIWAKAMARU,Chelsea,ny
67869,Steak Frites,Midtown West,ny
66712,Manny's Bistro,Upper West Side,ny
52943,Sea Wolf Bushwick,Bushwick,ny
2738,Kings Co Imperial - Lower East Side,Lower East Side,ny
52944,Thai Villa,Union Square,ny
64842,Cucina Alba,Chelsea,ny
53222,Pergola,NoMad,ny
65463,Sam Sunny,Kips Bay,ny
69347,Ayat Hylan,Staten Island,ny
64787,Hakata TonTon,Koreatown,ny
68556,Redeye Grill,Midtown,ny
50804,Blue Haven-West Village,Greenwich Village,ny
9846,Minetta Tavern,Greenwich Village,ny
4871,Grey Lady NYC,Lower East Side,ny
50943,Roberta's - Domino Park,Williamsburg,ny
45009,TailGate Outdoor Sports Bar,Williamsburg,ny
1851,Evelina,Fort Greene,ny
58621,The Standard Biergarten,Meatpacking,ny
10305,New Wonjo,Koreatown,ny
52166,Bozu,Williamsburg,ny
52690,Amelie Upper West Side,Upper West Side,ny
68760,Nisi Astoria,New York,ny
50653,Pepolino,Tribeca,ny
65211,Tortazo NoMad,Nomad,ny
58646,The Vine NYC,New York,ny
2051,Bar Moga,Soho,ny
52801,Jajaja Mexicana - West Village,West Village,ny
10672,BALADE,East Village,ny
58825,El Quijote,Chelsea,ny
59397,Madam Mikette's,Midtown East,ny
64111,One Fifth - NY,Greenwich Village,ny
66763,Baciccia Pizza e Cucina,Brooklyn,ny
66645,Par Ici Cafe,TriBeCa,ny
67358,Lullaby,Lower East  Side,ny
52654,Little Rebel,New York,ny
5787,Sel Rrose,Lower East Side  /  Bowery,ny
44532,Vineapple,Brooklyn Heights,ny
26739,Boqueria W40th St,Midtown West,ny
65752,Jones Wood Foundry,Upper East Side,ny
60060,Ferdi,West Village,ny
52818,Snack Taverna,West Village,ny
8579,Shukette,Chelsea,ny
32467,St. Anselm,Williamsburg,ny
608,Kings Co Imperial - Williamsburg,Williamsburg,ny
58622,Carneval Brooklyn,Brooklyn,ny
50830,Uva Next Door,Upper East Side,ny
7424,Emmy Squared Upper East Side,Upper East Side,ny
640,Tacombi - Bleecker,West Village,ny
5089,Left Bank,Greenwich Village,ny
65838,Vinyl Steakhouse,Flatiron/Chelsea,ny
59679,El Coco,Chelsea,ny
7403,Toro Loco,Financial District,ny
3691,Morso Restaurant,Sutton Place,ny
64574,Benchmark,"Park Slope, Brooklyn",ny
34351,Telly's Taverna - Astoria,Astoria,ny
53268,Pete's Tavern,Gramercy Park,ny
58887,La Pecora Bianca - Meatpacking,New York,ny
49933,Freehold Brooklyn,Williamsburg,ny
50689,Bowery Meat Company,Nolita,ny
64710,Claw Daddy’s- LES,Lower East Side,ny
10363,Ofrenda,West Village,ny
6012,Rule of Thirds,Greenpoint,ny
2941,Sakagura,Midtown East,ny
52205,Greenpoint Fish & Lobster Co.,Greenpoint,ny
54492,Rue 57,Midtown,ny
58515,Jade Eatery and Lounge,Queens,ny
65706,Tomo Omakase,West village,ny
65217,The Reading Room,Midtown,ny
1872,Black Forest Brooklyn - Smith St,Cobble Hill,ny
26425,Gersi BKL,Carroll Gardens,ny
7490,The Nines,NoHo,ny
59476,Sauce Restaurant,New York,ny
69590,Khe-Yo,TriBeCa,ny
67884,Fig & Olive - Meatpacking,Meatpacking District,ny
50173,Tabernacle Steakhouse,Midtown,ny
64940,a-un Brooklyn,Brooklyn,ny
